번호,외래어,원어,순화어
12764,후타쓰아마다레,二-っ-雨垂-れ(일),겹느낌표
12763,후키쓰게,吹-き-付-げ(일),"뿜질, 뿜칠, 뿜어붙이기"
12762,후키,"吹, ふき(일)","뿜질, 분무기, 돌개 사포, 돌개 속새"
12761,후크송,Hook Song(영),맴돌이곡
12760,후쿠로쓰케,袋-付け(일),"주머니달기, 호주머니달기"
12759,후치이시,緣石,"연석, 갓돌, 턱돌"
12758,후치,緣,"테, 병풍테"
12757,후지,後肢,뒷다리
12756,후장,後場,"오후장, 뒤창자"
12755,후작,後作,뒷그루
12754,후숙,後熟,"따익히기, 따익힘"
12753,후세지,ふせじ(일),복자
12752,후산,後産,태낳기
12751,후불,"後拂, あとばらい(일)",후지급
12750,후발성 뇌졸중,後發性 腦卒中,지연 뇌중풍
12749,후미이타,踏(み)板(일),발판
12748,후리카케,ふりかけ(일),맛가루
12747,후루이와케,篩分-け(일),체가름
12746,후루이분세키,篩分析,체가름
12745,후라이,フライ(일)←fry(영),"①튀김, 부침 ②거짓말"
12744,후드,hood(영),"덮개, 걸치개"
12743,후두 경축,喉頭 痙縮,후두 연축
12742,후덕,厚德,도타운 덕
12741,후견인선,後牽引線,되돌림줄
12740,후가,,"미래가, 미랫값"
12739,횡혈식석실분,橫穴式石室墳,횡혈식석실분(stone chamber with tunnel entrance)
12738,횡침식,橫浸蝕,가로침식
12737,횡측구,橫側溝,가로도랑
12736,횡취삭,橫取索,가로집재줄
12735,횡취,橫取,"새치기, 가로채기"
12734,횡제,橫堤,가롯둑
12733,횡일자석,橫一字石,누운돌
12732,횡서,橫書,가로쓰기
12731,횡목,橫目,가로줄눈
12730,횡단물매,橫斷**,가로물매
12729,횡단구배,橫斷勾配,가로물매
12728,횡단경사,橫斷傾斜,가로물매
12727,횡골절,橫骨折,가로 골절
12726,횡곡축,橫谷築,가로골쌓기
12725,회청색경질토기,灰靑色硬質土器,회청색도기(darkblue stoneware)
12724,회중 전등,懷中電燈,손전등
12723,회수로,廻水路,"돌림수로, 돌림도랑"
12722,회송열차,回送列車,"되돌이 열차, 회송 열차"
12721,회송삭,回送索,되돌림줄
12720,회색 간변기,灰色 肝變期,회색 간 되기
12719,회분,灰粉,재
12718,회보하다,回報--,알려 주다
12717,회동,會同,모임
12716,황촉규,黃蜀葵,닥풀
12715,황숙,黃熟,누렇게 익음
12714,황각,荒刻,굵은 각초
12713,활주면,滑走面,미끄럼면
12712,활주,滑走,미끄럼
12711,활동면,滑動面,미끄럼면
12710,활강 계제,滑降 係蹄,움직 올가미
12709,환태수로공,丸太水路工,"통나무수로내기, 통나무도랑내기"
12708,환태수로,丸太水路,"통나무수로, 통나무도랑"
12707,환태도,丸太道,통나무길
12706,환위험,換危險,환율 변동 위험
12705,환원,還元,되돌림
12704,환수하다,還收--,"되거두다, 거두어 들이다, 도로 거두어 들이다"
12703,환상제피,環狀除皮,"환상박피, 둥근꼴껍질벗기기"
12702,환상박피,環狀剝皮,"돌려벗기기, 껍질 돌려벗기기"
12701,환불,換拂,"돌려줌, 바꿔줌"
12700,환리스크,換risk(영),환차 손실
12699,환두대도,換頭大刀,고리손잡이큰칼(sword with ring handle)
12698,환극접,丸隙接,둥근줄눈
12697,환가 처분,換價處分,"돈으로 바꿈, 값으로 바꿈"
12696,확정절선,確定折線,확정 트래버스
12695,확정적모형,確定的模型,결정적 모형
12694,확장성 심근증,擴張性 心筋症,확장 심장 근육병증
12693,확산,擴散,퍼짐
12692,화형,花形,꽃 모형
12691,화학적 화상,化學的 火傷,화학 화상
12690,화학 비료,化學肥料,화학 거름
12689,화판,花瓣,꽃잎
12688,화조화,花鳥畵,"새그림,화조도"
12687,화접도,花蝶圖,"나비그림,화접도"
12686,화전,火田,부대기
12685,화재사,火災死,"화재 사망, 화재사"
12684,화이트보드,white board(영),"흰칠판, 백판"
12683,화이트 해커,white hacker(영),착한 해커
12682,화이트 와인,white wine(영),백포도주
12681,화이트 노이즈,White Noise(영),백색 잡음(白色)
12680,화염문,火炎文,"불꽃무늬,화염무늬"
12679,화염,火焰,불꽃
12678,화수,花穗,꽃송이
12677,화석 태아,化石 胎兒,석회 침착 태아
12676,화상사,火傷死,"화상 사망, 화상사"
12675,화산회토,火山灰土,화산재
12674,화산성토,火山性土,화산흙
12673,화분형토기,花盆形土器,화분형토기(flower pot pottery)
12672,화묘,禾苗,꽃모
12671,화목,花木,꽃나무
12670,화롱,花籠,꽃바구니
12669,화농성 폐렴,化膿性 肺炎,고름 폐렴
12668,화관,花冠,꽃부리
12667,화경02,花梗,꽃대
12666,화경01,花莖,꽃줄기
12665,화각공예,華角工藝,"소뿔공예,화각공예"
12664,홍저,紅菹,깍두기
12663,홍보이벤트,弘報event(영),홍보행사
12662,홉,hop(영),"뛰기, 제자리 뛰기, 도약, 제자리 도약"
12661,홈패션,home fashion(영),"집치레, 집가꾸기, 집치장"
12660,홈택스,home tax(영),"안방 납세, 재택 납세"
12659,홈커밍데이,home-comingday(영),모교방문일
12658,홈시어터,home theater(영),안방 극장
12657,홈스판,ホ-ムスッポパン(일)←homespun(영),홈스펀
12656,홈런 킹,homerun king(영),홈런왕
12655,홈런 더비,homerun derby(영),홈런 경쟁
12654,홈런,home run(영),본루타
12653,홈 플레이트,home plate(영),본루판
12652,홈 포지션,home position(영),자기 자리
12651,홈 퍼니싱,home furnishing(영),집 꾸미기
12650,홈 인,home in(영),득점
12649,홈 어드밴티지,home advantage(영),개최지 이점
12648,홈 앤드 어웨이,home and away(영),교환 경기
12647,홈 스틸,home steal(영),본루 뺏기
12646,홈 쇼핑,home shopping(영),안방 구매
12645,홈,プラットホ-ム(일)←platform(영),플랫폼
12644,홈,home(영),첫 화면
12643,홈,home(영),본루
12642,홀인원,hole in one(영),단번 넣기
12641,홀로그래피,holography(영),입체 영상
12640,"홀딩, 홀딩파울",holdingfoul(영),잡기 반칙
12639,홀딩,holding (영),"머물기, 잡다"
12638,홀드오프구간,Hold Off Interval(영),지체구간(遲滯區間)
12637,홀드,hold(영),중간구원
12636,홀 인,hole in(영),"넣기, 홀 넣기"
12635,홀 아웃,hole out(영),매홀 끝내기
12634,홀 매치,hole match(영),매홀 승부전
12633,혼효림,混肴林,"혼성림, 혼합림"
12632,혼화,混和,섞음
12631,혼합아,混合芽,혼합눈
12630,혼합비비기,混合,"비빔, 섞어비빔"
12629,혼파공,混播工,섞어뿌리기
12628,혼파,混播,섞어 뿌림
12627,혼탁,混濁,"어지러움, 흐림"
12626,혼촉,混觸,잘못이음
12625,혼종,混種,섞임씨
12624,혼입물,混入物,섞임
12623,혼아시바,本足場,쌍줄비계
12622,혼시배접,本紙褙接,본배접
12621,혼시,本紙,작품
12620,혼생,混生,섞여남
12619,혼바시라,本柱,본기둥
12618,혼모노,本物,"진짜, 진짜물건, 실물"
12617,혼돈스,本緞子,비단
12616,혼 퓨즈,horn fuse(영),뿔퓨즈
12615,혹성,惑星,행성
12614,호형토기,壺形土器,"불룩단지, 배부른단지"
12613,호형수로,弧形水路,"활꼴 수로, 활꼴 도랑"
12612,호텔리어,hotelier(영),①호텔 경영자 ②호텔 종사자
12611,호크,hock(영),걸단추
12610,호조,"好調, こうちょう(일)",순조
12609,호이스트,hoist(영),이동용 장치
12608,호열자,"虎列刺, コレラ(일)←cholera(네)","괴질, 콜레라"
12607,호야,ほや(일),등피
12606,호스,hose(영),"관, 고무관"
12605,호석,護石,둘레돌
12604,호생,互生,어긋나기
12603,호상,護床,"물받침, 물받이"
12602,호브,hob(영),나사내기
12601,호마유,胡麻油,참기름
12600,호마,胡麻,참깨
12599,호리꾼,"堀-, ほり-(일)",도굴꾼
12598,호러팬,horror fan(영),공포영화 애호가
12597,호러존털 크로스,horizontal cross(영),수평 이동
12596,호러 무비,horror movie(영),공포 영화
12595,호러,horror(영),"공포, 공포물"
12594,호도,胡桃,호두
12593,호네구미,骨組,"뼈대, 골조"
12592,호네,骨,속틀
12591,호꾸,ホック(일)←hock(네),"걸단추, 호크"
12590,호그스 백,hogs back(영),"돼지우리문, 돼지우리문장애물"
12589,호과,胡瓜,오이
12588,형해화되다,形骸化--,유명무실해지다
12587,형판,型板,거푸집널
12586,형성층,形成層,부름켜
12585,형,型,거푸집
12584,협잡,狹雜,속임
12583,협과,莢果,꼬투리 열매
12582,혈흔,血痕,핏자국
12581,혈흉,血胸,가슴 속 출혈
12580,혈종,血腫,"혈혹, 혈종"
12579,혈성액,血性液,피 섞인 액체
12578,혈복,血腹,혈액 복막
12577,혈구,血溝,피홈
12576,현충 선양 프로그램,,나라 사랑 참여 프로그램
12575,현지측량,現地測量,실측
12574,현자형 계량기,現字形計量器,숫자계량기(--計量器)
12573,현애,懸崖,낭떠러지
12572,현실,玄室,"무덤안방, 현실(main chamber)"
12571,현수점,懸垂點,매단 점
12570,현생인류,現生人類,호모사피엔스사피엔스(Homo sapiens Sapiens)
12569,혁필,革筆,비단
12568,헬프,help(영),도움말
12567,헬스,health(영),"운동, 기구 운동"
12566,헬드 볼,held ball(영),지연 반칙
12565,헨케이,變形,변체
12564,헨드펠바인딩심,Id-felled binding seam(영),감싸기 손바느질
12563,"헤테로 접합, 이종접합","heterojunction(영), 異種接合",이질접합(異質接合)
12562,헤어핀 샷,hairpin shot(영),그물 붙여 넘기기
12561,헤어핀 곡선,hair-pin(영)-曲線,반향 곡선
12560,헤어스타일,hair style(영),머리 모양
12559,헤어롤,hair roll(영),머리말개
12558,헤밍,hemming(영),단만들기
12557,헤리02,減り(일),감량
12556,헤로인,heroine(영),"주인공, 여주인공"
12555,헤딩 슛,heading shoot(영),머리받아 넣기
12554,헤드테이블,head table(영),주빈석
12553,헤드쿼터,headquarters(영),"본부, 지역 본부"
12552,헤드라인,headline(영),"① 표제, 제목 ② 머리 기사"
12551,헤드 헌팅,head hunting(영),"① 인력 중개, ② 인력 중개인"
12550,헤드 커버,head cover(영),채 덮개
12549,헤드,head(영),"머리, 채머리"
12548,헤드,head(영) 부분,"머리 부분, 앞부분"
12547,헝그리 정신,hungry(영) 精神,맨주먹정신
12546,험,hum(영),"잡음, 전원 잡음"
12545,헐액응고,血液凝固,피엉김
12544,허혈성 심장 질환,虛血性 心臟 疾患,"허혈 심장 질환, 허혈 심장병"
12543,허혈성 병변,虛血性 病變,허혈 병터
12542,"허위, 허위로",虛僞(-),거짓으로
12541,허스키,husky(영),쉰 목소리
12540,허브 사이트,hub site(영),"굴대 사이트, 중심 사이트"
12539,허브 공항,hub(영) 空港,중심 축 공항
12538,허부,許否,허가 여부
12537,허밍,humming(영),"잡음, 전원 잡음"
12536,향주,向柱,안내기둥
12535,향일성,向日性,빛따름성
12534,향신료,香辛料,"양념, 양념감"
12533,행잉 유닛,hanging unit(영),매단 장치
12532,행열도,行列圖,행렬도
12531,행어,hanger(영),걸고리
12530,행랑사,行廊舍,"행랑채, 행랑"
12529,행락철,行樂-,나들이철
12528,햄스트링,hamstring(영),허벅지뒷근육/허벅지뒤힘줄
12527,핸섬하다,handsome(영)--,"말쑥하다, 멋있다"
12526,핸디캡,handicap(영),기준타 차
12525,핸들터치,handle touch(영),"태, 태깔"
12524,핸들링,handling(영),"손 닿기, 손 대기"
12523,핸들리스 타입,handleless type(영),"민손잡이형, 민손잡이 방식"
12522,핸드필링,hand feeling(영),촉감
12521,핸드피스,hand piece(영),전동 갈개
12520,핸드프린팅,hand printing(영),기념손찍기
12519,핸드블렌더,hand-blender(영),"손방아, 전기 손방아, 맷돌, 전기 맷돌"
12518,핸드 프로퍼티,hand property(영),손도구
12517,핸드 시그널,hand signal(영),수신호
12516,핸드 브레이크,hand brake(영),"수동 멈춤 장치, 손 제동 장치"
12515,해피 메이커약품,happy maker(영)藥品,행복 약품
12514,해프닝,happening(영),① 웃음거리 ② 우발 사건 ③ 촌극
12513,해패,薤菜,염교
12512,해트 트릭,hat trick(영),혼자 삼 득점
12511,해킹 파울,hacking foul(영),치기 반칙
12510,해철,解綴,묶음 풀기
12509,해저드01,hazard(영),장애물
12508,해식,海蝕,해안 침식
12507,해면상 혈관종,海綿狀 血管腫,해면종
12506,항타공,杭打工,말뚝박기
12505,항아리,壺,"항아리, 단지(jar)"
12504,핫이슈,hot issue(영),주요 쟁점
12503,핫슨,八寸,"여덟치, 24cm"
12502,핫 플레이스,hot place(영),"뜨는곳, 인기명소"
12501,핫 코너,hot corner(영),"3루, 강습 구역"
12500,합치하다,合致--,"일치하다, 맞다"
12499,합치,閤緻,맞춤
12498,합접,合椄,맞접
12497,"합장묘, 어울무덤",合葬墓,합장묘
12496,합승,合乘,함께타기
12495,함척,函尺,"스태프, 자"
12494,함수층,含水層,대수층
12493,함수비,含水比,함수율
12492,함바,"飯場, はんば(일)",현장 식당
12491,할출 할입,割齣割入,비정상후진 운행
12490,할출,割齣,비정상 운행
12489,할창,割創,큰칼 상처
12488,할접,割椄,짜개접
12487,할인,割引,덜이
12486,할양,割讓,나누어 받음
12485,할석쌓기,割石-,깬돌쌓기
12484,할리우드액션,Hollywood action(영),눈속임짓
12483,할률석,割栗石,부순자갈
12482,할당하다,割當--,배정하다
12481,한파구미,半端組,자투리짜기
12480,한쓰키,半月,"반달, 반달축"
12479,한쓰봉,"半-ズボン(일), はんズボン(일)←jupon(프)",반바지
12478,한발,旱魃,가뭄
12477,한마이,半枚,"반장, 반장쌓기"
12476,한량없다,限量-,그지없다
12475,한다,半田,땜납
12474,하황계수,河況係數,하상 계수(河狀係數)
12473,하프라인 슛,half line shoot(영),중앙선 슛
12472,하프 타임,half time(영),"중간 휴식, 중간 휴식시간"
12471,하프 웨이 라인,half way line(영),중앙선
12470,하프 스윙,half swing(영),절반 휘두르기
12469,하프 세트,half set(영),채 반 벌
12468,하프 샷,half shot(영),절반치기
12467,하프 백,half back(영),중앙 수비수
12466,하프 발리,half volley(영),중간 바로치기
12465,하프 매치,half match(영),반쪽 경기
12464,하프 라인,half line(영),중앙선
12463,하프 라운드,half round(영),반 라운드
12462,하토,下土,하층토
12461,하타가쿠,端太角,띠장재
12460,하코조,箱錠,함자물쇠
12459,하코자쿠,函尺,함척
12458,하코비,"運, はこび(일)",나름이
12457,하코구미,箱組,"테두리, 테두리짜기, 박스"
12456,"하코, 하코마와시",箱廻-し(일),귀돌리기
12455,하케누리,刷毛塗-り(일),솔칠
12454,하치부,"八分, はちぶ(일)","팔푼, 24mm"
12453,하치모리,"鉢盛, はちもり(일)",모듬요리
12452,하천밀도,河川密度,수계 밀도(水系密度)
